rusher_player_name,ydstogo,yards_gained,seconddown,thirddown,fourthdown
J.Daniels,12.0,4.0,1,0,0
J.Daniels,8.0,3.0,0,1,0
D.Henry,10.0,2.0,0,0,0
D.Henry,8.0,27.0,1,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,6.0,5.0,1,0,0
L.Jackson,1.0,2.0,0,1,0
L.Jackson,10.0,-1.0,0,0,0
L.Jackson,11.0,-1.0,1,0,0
B.Mayfield,10.0,6.0,0,0,0
R.White,4.0,1.0,1,0,0
R.White,10.0,1.0,0,0,0
B.Irving,9.0,4.0,1,0,0
B.Irving,5.0,4.0,0,1,0
J.McMillan,1.0,11.0,0,0,1
D.Henry,10.0,4.0,0,0,0
L.Jackson,6.0,11.0,1,0,0
D.Henry,10.0,-1.0,0,0,0
B.Irving,10.0,2.0,0,0,0
R.White,10.0,7.0,0,0,0
B.Irving,3.0,3.0,1,0,0
Z.Flowers,10.0,19.0,0,0,0
L.Jackson,10.0,11.0,0,0,0
D.Henry,10.0,7.0,0,0,0
S.Tucker,10.0,5.0,0,0,0
S.Tucker,10.0,3.0,0,0,0
S.Tucker,7.0,4.0,1,0,0
R.White,10.0,8.0,0,0,0
R.White,10.0,4.0,0,0,0
B.Irving,9.0,6.0,0,0,0
D.Henry,10.0,13.0,0,0,0
S.Tucker,10.0,15.0,0,0,0
S.Tucker,10.0,2.0,0,0,0
J.Hill,10.0,3.0,0,0,0
L.Jackson,7.0,2.0,1,0,0
B.Mayfield,10.0,-1.0,0,0,0
L.Jackson,10.0,6.0,0,0,0
L.Jackson,7.0,0.0,1,0,0
R.White,10.0,6.0,0,0,0
R.White,4.0,5.0,1,0,0
R.White,10.0,5.0,1,0,0
B.Mayfield,5.0,1.0,0,1,0
D.Henry,10.0,8.0,0,0,0
D.Henry,10.0,3.0,1,0,0
B.Irving,10.0,-2.0,0,0,0
D.Henry,10.0,81.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,4.0,1,0,0
B.Irving,10.0,4.0,0,0,0
B.Mayfield,6.0,4.0,0,1,0
D.Henry,10.0,1.0,0,0,0
L.Jackson,9.0,4.0,1,0,0
L.Jackson,15.0,17.0,1,0,0
D.Henry,10.0,-1.0,0,0,0
L.Jackson,11.0,0.0,1,0,0
R.White,10.0,-1.0,1,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,39.0,1,0,0
J.Hill,10.0,1.0,0,0,0
D.Henry,9.0,3.0,1,0,0
D.Henry,10.0,2.0,0,0,0
L.Jackson,8.0,1.0,1,0,0
B.Irving,2.0,1.0,1,0,0
B.Irving,1.0,1.0,0,1,0
R.White,1.0,4.0,0,1,0
J.Hill,10.0,0.0,0,0,0
J.Hill,10.0,-1.0,1,0,0
J.Hill,11.0,1.0,0,1,0
B.Mayfield,10.0,12.0,0,1,0
J.Hill,1.0,5.0,1,0,0
D.Henry,10.0,9.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,1.0,-2.0,0,0,1
N.Chubb,10.0,3.0,0,0,0
N.Chubb,10.0,6.0,1,0,0
N.Chubb,10.0,6.0,0,0,0
N.Chubb,4.0,-1.0,1,0,0
N.Chubb,10.0,4.0,1,0,0
D.Henry,10.0,0.0,0,0,0
L.Jackson,10.0,12.0,1,0,0
D.Henry,10.0,39.0,0,0,0
J.Hill,10.0,0.0,0,0,0
N.Chubb,10.0,15.0,0,0,0
L.Jackson,10.0,1.0,1,0,0
N.Chubb,10.0,8.0,0,0,0
D.Foreman,2.0,8.0,1,0,0
D.Foreman,10.0,7.0,0,0,0
N.Chubb,3.0,-1.0,1,0,0
N.Chubb,7.0,-1.0,1,0,0
N.Chubb,10.0,0.0,0,0,0
N.Chubb,10.0,-1.0,0,0,0
D.Foreman,5.0,4.0,1,0,0
J.Winston,1.0,1.0,0,1,0
L.Jackson,10.0,7.0,0,0,0
D.Henry,3.0,-2.0,1,0,0
D.Henry,10.0,5.0,0,0,0
N.Chubb,10.0,8.0,0,0,0
N.Chubb,2.0,7.0,1,0,0
D.Foreman,10.0,5.0,1,0,0
D.Henry,21.0,10.0,1,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,10.0,7.0,0,0,0
N.Chubb,10.0,0.0,0,0,0
L.Jackson,4.0,2.0,1,0,0
L.Jackson,10.0,5.0,0,0,0
L.Jackson,5.0,-9.0,1,0,0
D.Foreman,3.0,2.0,1,0,0
J.Winston,1.0,1.0,0,1,0
N.Chubb,10.0,0.0,0,0,0
N.Chubb,2.0,-1.0,0,1,0
L.Jackson,10.0,22.0,0,0,0
L.Jackson,10.0,6.0,0,0,0
D.Henry,2.0,2.0,0,0,0
J.McLaughlin,10.0,1.0,0,0,0
D.Henry,9.0,4.0,1,0,0
J.Williams,10.0,2.0,0,0,0
J.Williams,4.0,6.0,1,0,0
J.Williams,20.0,6.0,0,0,0
J.McLaughlin,10.0,3.0,0,0,0
B.Nix,1.0,0.0,0,1,0
J.Williams,1.0,0.0,0,0,1
D.Henry,10.0,1.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,3.0,7.0,1,0,0
J.Williams,10.0,4.0,0,0,0
J.Williams,10.0,1.0,1,0,0
D.Henry,10.0,3.0,0,0,0
L.Jackson,7.0,-8.0,1,0,0
J.McLaughlin,10.0,2.0,0,0,0
J.Williams,10.0,4.0,0,0,0
J.McLaughlin,6.0,1.0,1,0,0
B.Nix,5.0,15.0,0,1,0
M.Burton,1.0,-1.0,0,0,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,1.0,1,0,0
D.Henry,10.0,3.0,0,0,0
J.Williams,10.0,2.0,0,0,0
B.Nix,8.0,12.0,1,0,0
J.Williams,6.0,7.0,1,0,0
J.McLaughlin,10.0,3.0,0,0,0
M.Burton,7.0,0.0,1,0,0
B.Nix,10.0,-1.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,10.0,12.0,0,0,0
L.Jackson,10.0,11.0,0,1,0
D.Henry,10.0,-1.0,0,0,0
D.Henry,11.0,20.0,1,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,6.0,1.0,1,0,0
D.Henry,6.0,6.0,0,0,0
J.Williams,10.0,5.0,0,0,0
B.Nix,5.0,3.0,1,0,0
J.Hill,10.0,8.0,0,0,0
J.Hill,2.0,3.0,1,0,0
D.Henry,4.0,5.0,1,0,0
D.Henry,10.0,5.0,0,0,0
J.Hill,5.0,5.0,1,0,0
J.Hill,4.0,1.0,0,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,9.0,6.0,1,0,0
L.Jackson,3.0,1.0,0,1,0
J.Williams,10.0,4.0,0,0,0
B.Nix,6.0,7.0,1,0,0
J.Williams,2.0,1.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,9.0,6.0,1,0,0
J.Hill,3.0,-2.0,0,1,0
A.Estime,10.0,4.0,0,0,0
A.Estime,6.0,2.0,1,0,0
A.Estime,10.0,21.0,1,0,0
A.Estime,7.0,4.0,0,0,0
A.Estime,9.0,4.0,0,1,0
J.Johnson,10.0,1.0,0,0,0
J.Johnson,9.0,2.0,1,0,0
J.Johnson,7.0,-1.0,0,1,0
C.Brown,10.0,1.0,0,0,0
C.Brown,10.0,2.0,0,0,0
C.Brown,8.0,4.0,1,0,0
C.Brown,1.0,1.0,0,0,0
D.Henry,10.0,6.0,1,0,0
J.Hill,4.0,0.0,0,1,0
C.Brown,10.0,7.0,0,0,0
C.Brown,10.0,7.0,0,0,0
D.Henry,15.0,4.0,0,0,0
L.Jackson,10.0,9.0,1,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,3.0,-1.0,1,0,0
J.Burrow,10.0,0.0,0,0,0
D.Henry,20.0,5.0,1,0,0
C.Brown,10.0,3.0,0,0,0
J.Burrow,7.0,6.0,0,1,0
T.Hudson,1.0,1.0,0,0,1
D.Henry,10.0,1.0,0,0,0
C.Brown,10.0,0.0,0,0,0
C.Brown,10.0,4.0,0,0,0
L.Jackson,20.0,1.0,0,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,6.0,2.0,1,0,0
L.Jackson,15.0,4.0,1,0,0
C.Brown,10.0,5.0,0,0,0
C.Brown,5.0,3.0,1,0,0
D.Henry,2.0,11.0,1,0,0
D.Henry,10.0,1.0,0,0,0
L.Jackson,9.0,10.0,1,0,0
D.Henry,1.0,1.0,0,0,0
C.Brown,10.0,1.0,0,0,0
D.Henry,5.0,3.0,1,0,0
C.Brown,10.0,4.0,0,0,0
D.Henry,10.0,9.0,0,0,0
L.Jackson,1.0,6.0,1,0,0
J.Hill,7.0,-2.0,1,0,0
L.Jackson,0.0,2.0,0,0,0
D.Henry,10.0,4.0,1,0,0
D.Henry,10.0,8.0,0,0,0
D.Henry,2.0,3.0,1,0,0
L.Jackson,9.0,4.0,0,0,0
L.Jackson,10.0,-1.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,4.0,1,0,0
N.Harris,3.0,4.0,1,0,0
N.Harris,6.0,11.0,1,0,0
J.Hill,19.0,9.0,1,0,0
N.Harris,10.0,4.0,0,0,0
D.Henry,10.0,4.0,0,0,0
J.Warren,7.0,6.0,1,0,0
R.Wilson,1.0,0.0,0,1,0
N.Harris,1.0,0.0,0,0,1
L.Jackson,10.0,15.0,1,0,0
C.Patterson,10.0,0.0,0,0,0
D.Henry,10.0,3.0,0,0,0
J.Hill,10.0,4.0,0,0,0
N.Harris,10.0,0.0,0,0,0
N.Harris,10.0,11.0,0,0,0
N.Harris,10.0,2.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,10.0,31.0,0,0,0
D.Henry,4.0,3.0,0,0,0
D.Henry,1.0,1.0,1,0,0
R.Wilson,4.0,3.0,0,1,0
L.Jackson,10.0,-1.0,0,0,0
N.Harris,10.0,2.0,0,0,0
N.Harris,8.0,2.0,1,0,0
J.Warren,10.0,3.0,0,0,0
J.Warren,10.0,-1.0,0,0,0
J.Fields,11.0,8.0,1,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,3.0,-3.0,1,0,0
L.Jackson,10.0,7.0,1,0,0
D.Henry,3.0,5.0,0,1,0
J.Warren,10.0,3.0,0,0,0
J.Warren,10.0,5.0,0,0,0
N.Harris,10.0,4.0,0,0,0
N.Harris,6.0,-1.0,1,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,6.0,0.0,1,0,0
N.Harris,10.0,5.0,1,0,0
J.Warren,10.0,9.0,0,0,0
J.Warren,1.0,4.0,1,0,0
N.Harris,10.0,13.0,0,0,0
N.Harris,5.0,0.0,0,0,0
L.Jackson,10.0,25.0,0,0,0
N.Harris,10.0,4.0,0,0,0
J.Warren,10.0,6.0,0,0,0
J.Warren,4.0,6.0,1,0,0
N.Harris,10.0,1.0,0,0,0
N.Harris,10.0,0.0,0,0,0
J.Fields,10.0,9.0,1,0,0
N.Harris,1.0,1.0,0,1,0
R.Wilson,10.0,-1.0,0,0,0
R.Wilson,11.0,-1.0,1,0,0
J.Dobbins,10.0,0.0,0,0,0
G.Edwards,10.0,8.0,0,0,0
G.Edwards,2.0,4.0,1,0,0
J.Herbert,10.0,4.0,0,0,0
J.Dobbins,6.0,12.0,1,0,0
J.Dobbins,7.0,2.0,0,0,0
J.Herbert,5.0,5.0,1,0,0
L.Jackson,10.0,5.0,0,0,0
D.Henry,5.0,5.0,1,0,0
D.Henry,25.0,3.0,0,0,0
J.Dobbins,9.0,4.0,1,0,0
D.Henry,10.0,5.0,0,0,0
J.Dobbins,7.0,5.0,1,0,0
J.Dobbins,2.0,17.0,0,1,0
G.Edwards,5.0,4.0,1,0,0
G.Edwards,1.0,0.0,0,1,0
G.Edwards,1.0,3.0,0,0,1
D.Henry,10.0,19.0,0,0,0
D.Henry,10.0,14.0,0,0,0
J.Hill,10.0,5.0,0,0,0
D.Henry,10.0,11.0,0,0,0
L.Jackson,10.0,10.0,0,0,0
G.Edwards,10.0,0.0,0,0,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,4.0,1,0,0
D.Henry,1.0,0.0,0,1,0
M.Andrews,1.0,2.0,0,0,1
L.Jackson,10.0,-1.0,0,0,0
J.Herbert,10.0,8.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,-3.0,1,0,0
G.Edwards,3.0,-2.0,1,0,0
H.Haskins,10.0,3.0,0,0,0
D.Henry,4.0,3.0,1,0,0
L.Jackson,1.0,0.0,0,1,0
D.Henry,1.0,27.0,0,0,1
J.Hill,10.0,1.0,0,0,0
D.Henry,4.0,0.0,1,0,0
D.Henry,1.0,2.0,0,0,1
D.Henry,6.0,9.0,1,0,0
D.Henry,10.0,4.0,0,0,0
G.Edwards,10.0,-7.0,0,0,0
D.Henry,1.0,0.0,1,0,0
D.Henry,1.0,5.0,0,1,0
L.Jackson,10.0,2.0,0,0,0
J.Hill,3.0,51.0,0,1,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,4.0,1,0,0
D.Henry,1.0,6.0,0,1,0
D.Henry,10.0,6.0,0,0,0
L.Jackson,14.0,1.0,1,0,0
J.Hill,13.0,-2.0,0,1,0
J.Herbert,10.0,12.0,0,0,0
G.Edwards,1.0,1.0,0,0,0
L.Jackson,10.0,-1.0,0,0,0
L.Jackson,11.0,-1.0,1,0,0
S.Barkley,10.0,12.0,0,0,0
W.Shipley,10.0,4.0,1,0,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,0.0,1,0,0
D.Henry,10.0,4.0,0,0,0
Z.Flowers,6.0,-3.0,1,0,0
S.Barkley,10.0,4.0,0,0,0
D.Henry,10.0,6.0,0,0,0
D.Henry,10.0,4.0,0,0,0
J.Hill,10.0,1.0,0,0,0
D.Henry,8.0,19.0,1,0,0
S.Barkley,15.0,3.0,0,0,0
L.Jackson,10.0,0.0,1,0,0
S.Barkley,10.0,5.0,0,0,0
S.Barkley,5.0,4.0,1,0,0
S.Barkley,1.0,-1.0,0,1,0
D.Henry,5.0,0.0,1,0,0
S.Barkley,10.0,-1.0,0,0,0
S.Barkley,4.0,9.0,0,1,0
J.Hurts,10.0,8.0,0,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,2.0,-4.0,0,1,0
S.Barkley,10.0,5.0,0,0,0
S.Barkley,10.0,5.0,0,0,0
J.Hurts,5.0,9.0,0,1,0
J.Hurts,1.0,1.0,0,0,0
L.Jackson,7.0,11.0,0,1,0
J.Hurts,10.0,-1.0,0,0,0
L.Jackson,10.0,12.0,0,0,0
D.Henry,10.0,8.0,0,0,0
D.Henry,2.0,5.0,1,0,0
J.Hill,10.0,2.0,1,0,0
S.Barkley,10.0,-1.0,1,0,0
D.Henry,10.0,4.0,0,0,0
L.Jackson,6.0,8.0,1,0,0
D.Henry,10.0,3.0,0,0,0
L.Jackson,5.0,4.0,0,1,0
M.Andrews,1.0,2.0,0,0,1
D.Henry,10.0,5.0,0,0,0
J.Hill,5.0,3.0,1,0,0
L.Jackson,2.0,2.0,0,1,0
L.Jackson,10.0,3.0,1,0,0
J.Hurts,10.0,-1.0,0,0,0
D.Henry,10.0,4.0,0,0,0
D.Henry,6.0,4.0,1,0,0
D.Henry,2.0,5.0,0,1,0
S.Barkley,10.0,4.0,0,0,0
S.Barkley,10.0,3.0,0,0,0
S.Barkley,10.0,14.0,0,0,0
J.Hurts,10.0,11.0,0,0,0
S.Barkley,10.0,25.0,0,0,0
D.Henry,10.0,10.0,0,0,0
D.Henry,10.0,-1.0,1,0,0
S.Barkley,10.0,8.0,0,0,0
S.Barkley,2.0,1.0,1,0,0
J.Hurts,1.0,0.0,0,1,0
J.Hurts,1.0,3.0,0,0,1
S.Barkley,10.0,3.0,0,0,0
S.Barkley,7.0,0.0,1,0,0
S.Barkley,7.0,7.0,0,1,0
S.Barkley,10.0,1.0,0,0,0
S.Barkley,9.0,2.0,1,0,0
S.Barkley,7.0,-5.0,0,1,0
L.Jackson,3.0,39.0,0,1,0
J.Hurts,10.0,-1.0,0,0,0
L.Jackson,10.0,15.0,0,0,0
T.Tracy,10.0,4.0,0,0,0
D.Singletary,6.0,4.0,1,0,0
D.Henry,10.0,2.0,0,0,0
J.Hill,3.0,6.0,0,1,0
D.Henry,10.0,1.0,1,0,0
T.Tracy,5.0,1.0,1,0,0
L.Jackson,10.0,15.0,0,0,0
D.Henry,10.0,6.0,0,0,0
D.Henry,4.0,9.0,1,0,0
D.Henry,3.0,0.0,0,0,0
T.Tracy,9.0,12.0,1,0,0
T.Tracy,10.0,6.0,0,0,0
T.Tracy,7.0,1.0,1,0,0
T.DeVito,1.0,0.0,0,0,1
D.Henry,10.0,5.0,0,0,0
D.Henry,10.0,-1.0,0,0,0
T.Tracy,10.0,3.0,0,0,0
T.Tracy,7.0,3.0,1,0,0
D.Singletary,10.0,2.0,0,0,0
T.Tracy,2.0,0.0,0,1,0
T.Tracy,3.0,-1.0,0,0,0
D.Singletary,2.0,2.0,0,0,0
L.Jackson,10.0,21.0,0,0,0
L.Jackson,1.0,4.0,0,1,0
T.Boyle,10.0,-1.0,0,0,0
D.Singletary,15.0,5.0,0,0,0
D.Singletary,6.0,1.0,1,0,0
D.Henry,10.0,1.0,0,0,0
D.Henry,9.0,8.0,1,0,0
D.Henry,1.0,6.0,0,1,0
L.Jackson,3.0,10.0,1,0,0
D.Henry,2.0,6.0,0,1,0
D.Henry,10.0,10.0,0,0,0
J.Hill,10.0,1.0,0,0,0
D.Singletary,10.0,3.0,1,0,0
D.Singletary,5.0,3.0,0,0,0
D.Henry,10.0,13.0,0,0,0
L.Jackson,10.0,0.0,0,0,0
D.Henry,10.0,1.0,0,0,0
T.Tracy,1.0,2.0,0,0,1
D.Singletary,10.0,5.0,0,0,0
R.Ali,10.0,6.0,0,0,0
R.Ali,4.0,2.0,1,0,0
R.Ali,2.0,5.0,0,1,0
R.Ali,10.0,0.0,0,0,0
R.Ali,15.0,9.0,0,1,0
R.Ali,10.0,2.0,0,0,0
R.Ali,8.0,6.0,1,0,0
R.Ali,2.0,2.0,0,1,0
J.Johnson,10.0,-1.0,0,0,0
D.Henry,10.0,6.0,0,0,0
D.Henry,4.0,14.0,1,0,0
Z.Flowers,10.0,3.0,0,0,0
D.Henry,10.0,0.0,0,0,0
N.Harris,10.0,5.0,0,0,0
N.Harris,5.0,3.0,1,0,0
D.Henry,10.0,11.0,0,0,0
D.Henry,10.0,13.0,0,0,0
D.Henry,10.0,9.0,0,0,0
D.Henry,1.0,2.0,1,0,0
D.Henry,6.0,-3.0,0,0,0
J.Warren,10.0,9.0,0,0,0
J.Warren,10.0,9.0,0,0,0
J.Warren,1.0,2.0,1,0,0
L.Jackson,10.0,8.0,1,0,0
D.Henry,10.0,4.0,0,0,0
R.Wilson,10.0,6.0,0,0,0
N.Harris,4.0,11.0,1,0,0
N.Harris,10.0,4.0,0,0,0
R.Wilson,6.0,19.0,1,0,0
D.Henry,10.0,2.0,0,0,0
J.Hill,10.0,5.0,0,0,0
J.Hill,5.0,25.0,1,0,0
L.Jackson,10.0,2.0,0,0,0
D.Henry,10.0,4.0,0,0,0
L.Jackson,10.0,3.0,1,0,0
D.Henry,10.0,12.0,0,0,0
D.Henry,10.0,1.0,0,0,0
J.Warren,10.0,5.0,0,0,0
R.Wilson,10.0,2.0,0,0,0
J.Warren,10.0,0.0,0,0,0
D.Henry,10.0,11.0,0,0,0
L.Jackson,4.0,5.0,1,0,0
D.Henry,5.0,4.0,1,0,0
D.Henry,1.0,-1.0,0,1,0
N.Harris,10.0,4.0,0,0,0
N.Harris,6.0,0.0,1,0,0
N.Harris,10.0,9.0,0,0,0
J.Warren,1.0,4.0,1,0,0
J.Warren,10.0,-1.0,0,0,0
L.Jackson,10.0,3.0,0,0,0
L.Jackson,10.0,4.0,0,0,0
N.Harris,10.0,3.0,0,0,0
D.Henry,10.0,44.0,0,0,0
N.Harris,10.0,3.0,0,0,0
J.Warren,10.0,11.0,0,0,0
J.Warren,6.0,2.0,1,0,0
D.Henry,10.0,0.0,0,0,0
D.Henry,10.0,5.0,1,0,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,4.0,1,0,0
M.Andrews,1.0,1.0,0,1,0
D.Henry,10.0,13.0,0,0,0
D.Henry,10.0,1.0,0,0,0
R.Ali,9.0,2.0,1,0,0
D.Henry,2.0,1.0,0,1,0
J.Warren,10.0,5.0,0,0,0
J.Warren,5.0,5.0,1,0,0
J.Warren,10.0,-3.0,1,0,0
L.Jackson,10.0,-1.0,0,0,0
L.Jackson,11.0,-1.0,1,0,0
L.Jackson,12.0,-1.0,0,1,0
D.Henry,10.0,6.0,0,0,0
D.Henry,4.0,6.0,1,0,0
L.Jackson,13.0,25.0,1,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,3.0,5.0,1,0,0
D.Henry,2.0,2.0,0,0,0
J.Mixon,10.0,0.0,0,0,0
J.Mixon,10.0,3.0,1,0,0
J.Mixon,10.0,5.0,0,0,0
D.Henry,10.0,20.0,0,0,0
D.Henry,10.0,8.0,0,0,0
D.Henry,2.0,7.0,1,0,0
R.Ali,6.0,-3.0,1,0,0
D.Henry,10.0,17.0,0,0,0
D.Henry,10.0,8.0,0,0,0
K.Mitchell,2.0,7.0,1,0,0
D.Henry,10.0,-4.0,0,0,0
K.Mitchell,14.0,-6.0,1,0,0
D.Henry,10.0,-4.0,0,0,0
J.Mixon,10.0,4.0,0,0,0
J.Mixon,10.0,-2.0,0,0,0
J.Mixon,10.0,7.0,0,0,0
J.Mixon,3.0,-1.0,1,0,0
D.Henry,10.0,7.0,0,0,0
D.Henry,15.0,5.0,0,0,0
D.Henry,10.0,4.0,0,0,0
D.Ogunbowale,10.0,9.0,1,0,0
D.Ogunbowale,1.0,3.0,0,1,0
C.Stroud,10.0,7.0,1,0,0
D.Henry,10.0,13.0,0,0,0
L.Jackson,10.0,48.0,0,0,0
J.Mixon,10.0,2.0,0,0,0
D.Henry,10.0,6.0,0,0,0
D.Henry,4.0,1.0,1,0,0
L.Jackson,3.0,8.0,0,1,0
D.Henry,10.0,3.0,0,0,0
D.Henry,10.0,3.0,0,0,0
L.Jackson,7.0,6.0,1,0,0
D.Henry,1.0,1.0,0,1,0
D.Henry,10.0,2.0,0,0,0
D.Henry,8.0,7.0,1,0,0
D.Henry,1.0,1.0,0,1,0
D.Henry,10.0,7.0,0,0,0
D.Henry,3.0,5.0,1,0,0
K.Mitchell,10.0,1.0,0,0,0
K.Mitchell,9.0,-1.0,1,0,0
J.Mixon,10.0,8.0,1,0,0
K.Mitchell,10.0,7.0,0,0,0
K.Mitchell,3.0,4.0,1,0,0
K.Mitchell,10.0,2.0,0,0,0
D.Henry,3.0,4.0,1,0,0
K.Mitchell,10.0,2.0,0,0,0
K.Mitchell,8.0,3.0,1,0,0
K.Mitchell,15.0,2.0,0,0,0
K.Mitchell,13.0,-1.0,1,0,0
D.Pierce,10.0,2.0,0,0,0
D.Pierce,8.0,7.0,1,0,0
D.Pierce,10.0,3.0,0,0,0
D.Pierce,7.0,0.0,1,0,0
D.Pierce,7.0,1.0,0,1,0
D.Foreman,10.0,3.0,0,0,0
J.Kibodi,7.0,3.0,1,0,0
D.Foreman,4.0,0.0,0,1,0
D.Henry,10.0,-4.0,0,0,0
L.Jackson,14.0,12.0,1,0,0
L.Jackson,2.0,19.0,0,1,0
L.Jackson,10.0,6.0,1,0,0
J.Kibodi,10.0,3.0,0,0,0
D.Foreman,10.0,8.0,0,0,0
D.Foreman,2.0,1.0,1,0,0
D.Foreman,1.0,0.0,0,1,0
D.Henry,10.0,2.0,0,0,0
L.Jackson,10.0,7.0,0,0,0
D.Henry,3.0,2.0,1,0,0
M.Andrews,1.0,0.0,0,1,0
D.Thompson-Robinson,10.0,3.0,0,0,0
D.Thompson-Robinson,7.0,0.0,1,0,0
D.Henry,10.0,4.0,1,0,0
Z.Flowers,10.0,9.0,0,0,0
L.Jackson,10.0,0.0,0,0,0
B.Zappe,9.0,3.0,1,0,0
D.Foreman,10.0,3.0,1,0,0
D.Foreman,10.0,3.0,0,0,0
D.Henry,10.0,0.0,0,0,0
D.Henry,10.0,4.0,0,0,0
L.Jackson,10.0,15.0,0,0,0
D.Henry,10.0,25.0,0,0,0
L.Jackson,10.0,1.0,0,0,0
D.Henry,10.0,5.0,0,0,0
D.Henry,5.0,-2.0,0,0,0
D.Henry,10.0,20.0,1,0,0
D.Henry,10.0,7.0,0,0,0
K.Mitchell,3.0,2.0,1,0,0
L.Jackson,1.0,2.0,0,1,0
D.Henry,10.0,6.0,1,0,0
J.Kibodi,10.0,17.0,0,0,0
J.Kibodi,10.0,2.0,0,0,0
D.Henry,10.0,2.0,1,0,0
J.Kibodi,10.0,-1.0,0,0,0
D.Foreman,21.0,5.0,1,0,0
D.Foreman,10.0,1.0,1,0,0
D.Henry,10.0,1.0,0,0,0
L.Jackson,9.0,1.0,1,0,0
D.Henry,10.0,-2.0,0,0,0
D.Henry,10.0,15.0,0,0,0
D.Henry,1.0,2.0,1,0,0
D.Foreman,10.0,3.0,0,0,0
D.Henry,10.0,0.0,0,0,0
D.Henry,10.0,8.0,1,0,0
D.Henry,2.0,43.0,0,1,0
K.Mitchell,10.0,4.0,0,0,0
K.Mitchell,6.0,4.0,1,0,0
K.Mitchell,2.0,0.0,0,1,0
B.Zappe,10.0,-1.0,0,0,0
J.Warren,1.0,4.0,0,1,0
N.Harris,10.0,4.0,1,0,0
R.Wilson,6.0,2.0,0,1,0
D.Henry,10.0,3.0,0,0,0
L.Jackson,2.0,4.0,0,1,0
L.Jackson,10.0,1.0,0,0,0
L.Jackson,9.0,8.0,1,0,0
L.Jackson,1.0,5.0,0,1,0
L.Jackson,10.0,4.0,0,0,0
D.Henry,10.0,12.0,0,0,0
D.Henry,10.0,34.0,0,0,0
J.Hill,10.0,-3.0,1,0,0
D.Henry,10.0,1.0,0,0,0
L.Jackson,10.0,2.0,0,0,0
N.Harris,10.0,5.0,0,0,0
N.Harris,5.0,3.0,1,0,0
D.Henry,10.0,1.0,0,0,0
L.Jackson,9.0,8.0,1,0,0
M.Andrews,1.0,3.0,0,1,0
D.Henry,10.0,8.0,0,0,0
L.Jackson,2.0,1.0,1,0,0
D.Henry,1.0,3.0,0,1,0
D.Henry,10.0,2.0,0,0,0
L.Jackson,13.0,20.0,1,0,0
L.Jackson,10.0,2.0,0,0,0
L.Jackson,8.0,9.0,1,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,17.0,1,0,0
D.Henry,8.0,8.0,0,0,0
J.Warren,10.0,2.0,1,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,5.0,1,0,0
R.Wilson,10.0,-1.0,0,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,8.0,1,0,0
J.Hill,10.0,3.0,0,0,0
J.Hill,7.0,5.0,1,0,0
D.Henry,2.0,0.0,0,1,0
N.Harris,10.0,1.0,0,0,0
S.Sims,10.0,15.0,0,0,0
D.Henry,10.0,44.0,0,0,0
N.Harris,1.0,3.0,1,0,0
N.Harris,10.0,1.0,0,0,0
L.Jackson,15.0,6.0,1,0,0
D.Henry,10.0,9.0,0,0,0
D.Henry,1.0,-2.0,1,0,0
D.Henry,10.0,3.0,0,0,0
D.Henry,7.0,3.0,1,0,0
D.Henry,10.0,1.0,0,0,0
J.Hill,9.0,-1.0,1,0,0
R.Wilson,10.0,5.0,0,0,0
D.Henry,10.0,2.0,0,0,0
L.Jackson,8.0,7.0,1,0,0
L.Jackson,1.0,5.0,0,1,0
D.Henry,10.0,3.0,0,0,0
D.Henry,10.0,8.0,0,0,0
J.Hill,2.0,3.0,1,0,0
